seed,biting_rate,ectopic_recombination_rate,immigration_rate_fraction,immunity_loss_rate,mutation_rate,n_genes_initial,switching_rate,transmissibility,instance
10407_-1768006422_-1275077375_-679112505_-1858951988_132615581_-425926846,9.07836169945408e-05,1.54547660730799e-06,0.00438144165936949,0.00158971078690164,2.59103764140605e-08,13780.092112923,0.17601105658098,0.723839767130766,958
10407_-1402116353_-1356969775_-903407642_-1327914684_1596016269_709324539,8.40145320850477e-05,2.39422687147817e-07,0.00298821808366234,0.00168854218259144,2.49846311061568e-08,33840.464644629,0.188263545849579,0.189658499348959,959
10407_-1794841411_-997500873_-364612964_-1829653571_848373144_105036980,6.07234210513946e-05,1.29193391119111e-06,0.00395275677345581,0.000543086417079737,1.54878657583368e-08,15882.8836057428,0.174176620358037,0.703399626041826,960
10407_1786890933_-1014791048_236096938_-1406992454_9624277_-528039398,6.02364771680207e-05,1.70825770116453e-06,0.00299754213972014,0.00114804258318248,1.21968779749907e-08,30059.0765438815,0.183010262251159,0.393560614758007,961
10407_-45244817_485244360_128882113_1328409889_-1587474761_-362751833,9.05149044477047e-05,7.00765697964478e-07,0.00341416424778106,0.000517086042703978,1.80572876356785e-08,21330.548892145,0.197087676113066,0.11281739241217,962
10407_440488190_-1586906101_-1108742033_-1001412506_409400948_1287347964,6.82626573841338e-05,4.86480819085705e-07,0.00471331032195851,0.000579803534484427,1.8516168964932e-08,30593.7883306561,0.177187396183262,0.428812455706686,963
10407_-1175831521_1651538150_-994422392_-1053131227_835193278_-976829200,5.04134582726764e-05,4.28640072380676e-07,0.00341231881769093,0.000513149631651249,1.54815977207567e-08,12306.2114592434,0.188833255462314,0.857664311674741,964
10407_1230158135_1983801054_1206278697_1402942003_-367681067_410999382,8.34520262123063e-05,3.50737402441615e-07,0.003118304354522,0.00168751773460761,1.73502613301048e-08,30742.0886114607,0.188005157043785,0.463322593481443,965
10407_654472203_1731485680_-1834450676_-1474308733_-531110863_-1000718416,7.79032226151383e-05,1.58737957150685e-06,0.00274170264661317,0.00132189289357556,2.77953201020472e-08,19798.9133178254,0.170801255623627,0.558534529800732,966
10407_-22922751_-157290781_1863513812_2130693655_1444331170_1151472293,8.89558973172058e-05,1.24283380299335e-06,0.00198501488402069,0.00167045777415366,2.67913755692356e-08,24827.5242055803,0.170402125093469,0.306517938603847,967
10407_1371394143_1909303664_67152420_-1239344081_-695874253_424696018,5.55700464557931e-05,1.37680240551705e-06,0.00250857613885899,0.000596887083307363,1.8691886300563e-08,28949.0144243088,0.194628799797207,0.625752144355908,968
10407_1198288764_99972501_-1502566409_1765680093_495752130_-1085731365,7.37166735838268e-05,1.18853798915444e-06,0.00222465898464488,0.00195792978409354,2.56112269898659e-08,27659.8972014201,0.171496912018934,0.840040529735326,969
10407_-1015154348_918676596_1234354478_686236585_-1446281564_1606324951,7.37993563771053e-05,2.02499269915788e-07,0.00406025391842978,0.00172650133431628,1.81974111202834e-08,21303.6989113994,0.196104791993617,0.906437375796874,970
10407_-619400079_1039748309_-1044124529_-1749932591_-963287604_103045225,7.21893214431004e-05,6.39858448970801e-07,0.00209875364267863,0.000928908017095089,8.33711147319306e-09,19338.8471484196,0.193501489747481,0.873105440910075,971
10407_-753466831_586197498_-625974937_1110662116_635024189_335999144,9.50519213029517e-05,1.06597280151239e-06,0.00280646955703034,0.000549116708080741,1.04219514317682e-08,31963.0115471926,0.183133143023103,0.188891100540105,972
10407_1046250456_-1433586891_1497968952_-2054856869_-1298531413_-690037436,8.2259610418786e-05,3.48755721833727e-07,0.00504601288313445,0.000632944460000336,2.42001568510541e-08,17005.7287026395,0.175913266196176,0.451837000500983,973
10407_-699101827_10802423_368197727_-941829271_988364472_1542822299,7.09486316792907e-05,1.09895558417048e-06,0.00433413492696665,0.00173316570668692,1.7712542045342e-08,28620.2035541026,0.196622699423428,0.368110667369426,974
10407_-538068558_1618712651_936840656_1423204364_1192823872_-1186460567,5.10413203773164e-05,1.00095204483935e-06,0.00257284640710884,0.00148645811604391,1.97833853250132e-08,32821.1339174535,0.178656467059216,0.6067880215164,975
10407_-1373305509_-865578721_1369152923_-95002193_1963633828_893002857,5.00782943136388e-05,1.19349259579975e-06,0.00385543637546505,0.00132520328016929,1.77555640393689e-08,27682.9370168717,0.183276891899825,0.40173465751392,976
10407_-654988698_-1807997795_-1353099600_-1509435358_1387074249_1478451402,8.06180020292626e-05,1.70191508563016e-06,0.00300698128793063,0.00128394439574501,2.60912381610793e-08,17048.5236217673,0.196431854155558,0.637911078395538,977
10407_-2100898544_880601269_355946011_573760092_1900910626_589754660,9.90018505881811e-05,1.44178199906076e-06,0.00167956157322563,0.00196926278661796,2.82498119308131e-08,30899.3841999931,0.193664248571525,0.212740493652698,978
10407_1983627618_-1989542233_-1302666226_-1766537775_805249343_1785491707,7.99500556933168e-05,2.37842365074092e-07,0.004709712033223,0.00145062860393857,1.02774690952339e-08,25084.7130195387,0.184276493407057,0.812911908084088,979
10407_-582935309_-1144977921_1572631904_1263355586_-1049476792_1847181041,8.06120204006628e-05,2.20112627662812e-07,0.00471756357739716,0.000947876369500803,1.16711684228176e-08,19312.3577416653,0.191632044992645,0.258535313668811,980
10407_-1601572613_-988256230_-1234885731_2050189670_-458386438_-338923365,6.48034948521706e-05,1.59629670776451e-06,0.00169974440452281,0.00110606199519008,1.54278921593773e-08,21032.7991363346,0.19241582589192,0.579110748689615,981
10407_-2136736529_-847113976_-1603048861_-1561529785_1218112361_595750096,7.35829403998712e-05,1.91997522643882e-07,0.00471827222243077,0.00136696051574379,1.95702568686956e-08,34098.5783952095,0.19268928564063,0.364299893843846,982
10407_20652155_1112390904_2017672388_-766387656_-97319934_1707642212,9.73236481102649e-05,1.37361633835509e-06,0.00387186075631701,0.000928583076797171,8.1359081027346e-09,13354.9736770794,0.19234401183513,0.865667449431274,983
10407_1787113430_-127812362_-48448401_-379474107_627080733_-1455265813,6.4994654735028e-05,1.4642988706391e-06,0.0025474717600868,0.00151647321416513,8.97942471091573e-09,31911.3975256024,0.182773713108413,0.471726671606575,984
10407_-755030392_1006976481_-506503589_1110013314_2074987739_-1163180080,8.38955822768563e-05,8.94961655234011e-07,0.00419544115197593,0.0015855855975846,1.48117681137925e-08,20255.0350009836,0.176737629971291,0.238326356268885,985
10407_-1275346019_1666662026_-1590348577_-772313043_-1055036177_1091677794,8.58109708852718e-05,8.36952103151291e-07,0.00377684294055585,0.00054868022925159,7.74107299594068e-09,26756.5208380118,0.177561364018187,0.433666621292469,986
10407_-770953079_834326114_-1679394830_309570135_-1382320315_-1474365712,8.85895211136147e-05,1.26709191869819e-06,0.00218506038936618,0.00168605594583201,1.64479554170643e-08,13690.2336354149,0.197546468932389,0.241307328560992,987
10407_-1413328995_-399256913_-335520387_-409414910_472081087_137158404,5.1237465949531e-05,1.55264466267666e-06,0.00379894560337606,0.000558686071880529,1.30157714623997e-08,23723.6565482778,0.180635727537501,0.844892064561791,988
10407_1233917704_1295471608_-1723775168_1023255241_927520511_254793914,5.49492841790185e-05,2.9917256829769e-07,0.00277573833752116,0.0018087413385151,2.36377879554034e-08,10071.5746877417,0.186548980081407,0.840011011006282,989
10407_1560967073_1954425187_1110626392_-1546485668_-577532640_447048012,5.20539173056683e-05,3.32916788716697e-07,0.00197954121576388,0.00131534863447953,1.23591977190769e-08,18944.182945496,0.178294704201867,0.220566811013887,990
10407_-699932805_1047066887_-1009520122_-1531825566_2021962508_-655226380,5.13666110417614e-05,7.20460988180895e-07,0.00213674454002743,0.000646187552217819,2.46491799197734e-08,31035.0836328276,0.197556443986283,0.188160749429563,991
10407_1869197872_575775705_1861690652_1156973555_-1467117547_-566527972,7.14569547811399e-05,5.73371993213641e-07,0.00165512356051745,0.00146397886346001,1.94868920698775e-08,22111.1905706296,0.182118063331321,0.4639088236662,992
10407_-118855567_1433484394_1239172742_-1589832085_-1887836632_943652541,7.88257054220135e-05,1.18735952276429e-06,0.00270370437243015,0.0017447575572345,1.88138046738877e-08,17608.641859401,0.190094013076632,0.531506232896848,993
10407_-1923821182_-326454976_-547113682_1230073425_-998127184_178710175,5.72728451522013e-05,6.07705038711773e-07,0.00346564381492657,0.000643474563872243,1.51940263679785e-08,20773.2582961188,0.180750946992115,0.128857226316297,994
10407_1699910654_-1604236636_197813094_-380549209_-280581054_601700224,9.92915346299841e-05,4.52740597963292e-07,0.00382872150729519,0.00140671281668485,2.48096694680437e-08,24625.6122317513,0.180949801440507,0.65590900318968,995
10407_1386123006_204955693_-1532096554_-1003918898_-638201432_188620409,7.61766967417999e-05,7.25981132925809e-07,0.00229431977965464,0.00196381249495348,1.23678761453029e-08,24912.652719766,0.197861948017678,0.945319283964784,996
10407_-916653248_-863294447_1707571911_510052515_-417081023_609483281,6.46395397758139e-05,1.50067680433345e-06,0.00364079440740745,0.00118615102280033,1.98101618589791e-08,30953.6601919744,0.194088284245479,0.446803052857995,997
10407_-723761841_589539183_154355676_-1521941983_1876492529_-2018299664,6.65442776819758e-05,7.69913311583246e-07,0.00467814692420172,0.00179685167333548,2.79343244274103e-08,24689.6061037654,0.195975662092955,0.217936894301435,998
10407_-1208702185_-1166745826_-2138773898_1325257098_1705872974_611772783,7.83945225457235e-05,7.65829509865246e-07,0.00185385575735375,0.000561052492017169,7.13119682810438e-09,24437.0978724388,0.187565208057495,0.216574172841153,999
10407_-855504533_-1001131052_-505373109_-1499442265_161144738_-627350857,7.87500221718492e-05,8.61995917207717e-07,0.00274732834380698,0.000583915215166152,2.0818818923912e-08,27106.3583190351,0.180241914047431,0.403501290583923,1000
10407_-36722495_2036469749_-794212059_-1388197081_-1189184773_-1028917978,7.86542313869836e-05,4.99785379678549e-07,0.00338417928218831,0.00124988673943217,1.70506596160827e-08,10349.2659462268,0.171970366376703,0.506612488474123,1001
10407_1207352698_-119754364_226481005_1703778821_-23336315_-465209090,7.46725829123309e-05,2.59166401381469e-07,0.00415654773797117,0.000930959473583602,9.53238212479759e-09,24533.0066959992,0.193141679805067,0.818252302269863,1002
10407_-1051652303_1045610807_1328188532_-75507132_1850621240_-1275818201,7.04001402789562e-05,7.04235149560129e-07,0.00270836505012642,0.00102399412803453,8.15059990219141e-09,24985.5689864871,0.175076389467451,0.400986150943193,1003
10407_438400557_-1148311475_-1925813586_214761396_633352916_-982321597,5.3241060805499e-05,4.44487102894536e-07,0.00435852311592665,0.000746356463840905,2.05079138063873e-08,13282.3178801555,0.199728755177121,0.797339350725,1004
10407_827236537_1688708181_1407541163_566970250_1439665038_-1509022702,6.31460405133566e-05,1.79742544063824e-06,0.00334805451329754,0.00196682470291171,1.67431023459017e-08,25146.1473197688,0.181776225987925,0.518722060884515,1005
10407_-1810499603_1831170302_-922561946_-1071574048_1413152303_-1408712256,7.999634704259e-05,1.35288829410721e-06,0.0051501023020291,0.000704359613424164,1.35720332277733e-08,17484.6474742147,0.183509858132927,0.565267197376109,1006
10407_118642744_-20882749_33778720_343446071_-923445920_-1998394536,9.26940136862494e-05,4.71098182664105e-07,0.00181356974476757,0.000516576984149014,1.36318475486276e-08,21749.9675294682,0.197271749301742,0.861457856760939,1007
10407_-1766121383_1961424781_2127894749_-1072041207_1159153920_-1214833418,5.3906701552817e-05,1.65411734429461e-06,0.00406873469680878,0.00074998897653043,2.81227286473771e-08,18511.5867067588,0.18955514792529,0.551713866599608,1008
10407_-1202708101_-490118123_-822182644_1991981373_-1607508405_-784168161,6.31284227078968e-05,1.25993630187568e-06,0.00418436689390184,0.00155326509745028,1.5285630647283e-08,22491.1846307959,0.197117277818859,0.787411794634708,1009
10407_1951305965_-658200265_1089379145_-400826923_98009755_-2131406772,8.26873839969793e-05,1.05100096880718e-06,0.00484674181602514,0.000584052261222415,2.21329524924298e-08,28391.0450016985,0.184116119532869,0.845410594349923,1010
10407_-1863458467_-403171434_1912143307_-1512900059_-1061933756_1878355159,8.32820794386842e-05,7.07000423506351e-07,0.00473761663333253,0.00106678589726812,1.06472334330325e-08,25642.2710297291,0.198999990601215,0.143711215479572,1011
10407_-17928178_2000220954_816092976_2064741643_96952000_-389124364,7.10044438871408e-05,4.72318823893964e-07,0.00459983536621476,0.00170626016821047,1.10373672152132e-08,15774.4379289889,0.177190937787773,0.507306364952857,1012
10407_-1173680195_1336281694_1362796206_282196529_1383942216_881852367,6.73127562199087e-05,1.14887457960269e-06,0.00245078637006721,0.000781058798086316,1.38284923667268e-08,19742.2702232765,0.191315575599864,0.364053373492803,1013
10407_1637886286_1089056858_2186749_1298707407_-2028256473_-1567804911,9.36898971849103e-05,1.62606129203434e-06,0.00236486257237314,0.00184276686741434,1.87448994271491e-08,19633.6500178817,0.197944994083392,0.23222147034148,1014
10407_-806394881_700450636_99920745_-1472847885_862748826_406422948,8.53353258084355e-05,2.43974370058702e-07,0.00466424325582063,0.00070954274114325,9.58053550518421e-09,14803.1736838931,0.199635119181141,0.863037956941237,1015
10407_832038293_-1280907037_1837181776_2052928524_1416821664_-1635627431,8.96796933874796e-05,4.46377686694439e-07,0.00429188062110483,0.00136077558137711,1.08303220870759e-08,29246.3931710284,0.194391900189331,0.835191074247811,1016
10407_428706112_-1501465929_-795487623_-2047072721_1509890393_374599348,8.98566742187353e-05,8.59554313886341e-07,0.00247025868988557,0.00135233642896074,1.19776103783383e-08,33066.8061870366,0.17357995953149,0.291227175810276,1017
10407_1133384775_533447099_1160034022_-1269587830_-1747229410_153523809,6.1010538864422e-05,5.64859636319489e-07,0.0013386047526642,0.000983853120166898,2.74272470106987e-08,19497.7775452179,0.192521425947239,0.956695658267894,1018
10407_1622364777_-2097041797_-1424504666_-1873405975_-72056562_909744031,5.74069498595815e-05,1.22686615218644e-06,0.00300913823515832,0.001281705197745,1.2102145416078e-08,33748.6485748385,0.195061272162195,0.508635231883164,1019
10407_-709779985_1127878805_-1851433793_1807047600_406382503_-1115345356,5.97268584585237e-05,7.97360414204073e-07,0.00168962390042868,0.00136146345171524,9.27943605988913e-09,11858.880541836,0.182478649500706,0.883294022333591,1020
10407_1830971142_-1854995187_-1668261417_-1928101982_2079773773_-593351709,5.48217850486937e-05,8.27589302393379e-07,0.00164348620693155,0.000965328346567065,1.60784767774771e-08,24788.8163632761,0.196949292342967,0.106869595839377,1021
10407_-1040475218_-870811034_-399303438_942193683_-1122551411_-112838231,7.97832666071978e-05,1.32523923703486e-06,0.00258230355693041,0.000697138536492873,2.7548331049922e-08,30100.4780890623,0.181416981134805,0.67722310923545,1022
10407_-549392880_574268415_-1479589221_-1289637153_700774469_1428625723,7.50698788644885e-05,1.76953924550403e-06,0.00299883161250079,0.00153089775443292,1.81920338779261e-08,26886.8033405187,0.182816672946966,0.542298805586083,1023
10407_1652440959_1189976969_2003785014_2095684646_-1741927125_-1137917345,6.97645468780714e-05,3.94475278948391e-07,0.00189371468812018,0.00060744870126974,2.24571335477922e-08,13330.8906720937,0.184917904819459,0.71168751293381,1024
10407_-365912424_-300617419_-1451320996_-1798010949_-397111462_1761862499,8.80789511673698e-05,1.30795801002039e-06,0.00446276164343613,0.00142349314675787,7.94016481780341e-09,24849.8012720256,0.181162908636942,0.477421008974615,1025
10407_855344242_-1422732508_1887970004_-503566849_23427443_2065237841,6.93530275090914e-05,2.17356756523193e-07,0.00131361423277019,0.0016944101284171,1.84961673857802e-08,26828.593384757,0.180082054645086,0.897913130305773,1026
10407_-1919472280_1053948756_-1341907144_990563016_1053271504_-904365330,6.69088377694004e-05,4.97212935300238e-07,0.00327248611992855,0.00149038952234565,1.81155983793154e-08,26834.470666377,0.175253035558412,0.660058955639202,1027
10407_1911346059_304788354_1374522476_1672992586_-1068165440_243423822,8.5235569833047e-05,1.16135985012213e-06,0.00349382914460871,0.000503811067470818,7.37363203729614e-09,23899.2768177311,0.174387442943218,0.176648197032686,1028
10407_-607909750_1349953643_-1147352809_881716888_-246561681_-1429901311,5.81763720799291e-05,8.70480388364061e-07,0.00352161010226045,0.00167918383903955,2.19218559399019e-08,19378.5203050308,0.185235598939233,0.255428507000279,1029
10407_927832131_-683479983_-123323386_1788683682_932650907_-1006015412,6.72011490346722e-05,1.50482445647871e-06,0.00409409971126903,0.00069364209669642,1.13273019609125e-08,18854.7262439741,0.171729658835126,0.251482865397155,1030
10407_-1475197196_-965705439_1851109207_-339508202_-1723817679_-923991817,9.04870085522673e-05,9.34082692049285e-07,0.00462324239990061,0.00161174358606986,2.82613225337561e-08,14302.6935734992,0.192180151178532,0.292990888892299,1031
10407_-1190537482_1097921974_-2102068588_-1593253159_-835684033_2075747490,6.08433945184169e-05,5.76905032786577e-07,0.00384886353529904,0.00121383867095484,1.10139366033848e-08,30015.8497850505,0.178349361731121,0.561599990564718,1032
10407_1025622255_2052811311_1633483059_-935037914_-857652522_-1908585522,5.11277622048975e-05,1.69059130738528e-06,0.0050883438269485,0.00194469257713453,9.24893951347568e-09,11288.0437294736,0.177546043460127,0.227508154109684,1033
10407_1219109136_1448116430_967475793_-1415994835_1827232874_-938469908,8.79025731217154e-05,1.58677778123849e-06,0.00220730248724949,0.000762324359092403,1.48366496997128e-08,15680.8868325896,0.186103666327446,0.722462014429358,1034
10407_-1039623930_-1176191920_-623907248_1393188450_758091459_-1437444451,7.59577532211057e-05,7.85995719766862e-07,0.00306984087761476,0.00120508115077534,2.1094364334255e-08,11513.8413122603,0.192627155174862,0.735036651704804,1035
10407_471433333_175378263_-1619693927_-1528208351_-1282334288_829836421,5.52084955128968e-05,2.40662581072441e-07,0.00483378367802745,0.00153166604644052,7.95318875619103e-09,18424.488683958,0.176999855054833,0.976375952607794,1036
10407_-1688563342_-385150860_-653214813_1422164881_-641754263_1762147687,9.87609612319601e-05,8.94791786426988e-07,0.00240601305118504,0.00172762166306369,2.3836900862087e-08,14672.8798515308,0.170633691825329,0.218280249797592,1037
10407_860046949_-777395272_-1252672648_1693827866_348182067_-1684894375,8.37189777619592e-05,1.6199955106164e-06,0.00256456850142265,0.00167625418200847,1.06760101940719e-08,24554.9020469162,0.171819183314458,0.433408969977103,1038
10407_-756806116_1702044450_-2032193460_1093886124_1029199143_1005483954,6.75578268368081e-05,3.26787614147054e-07,0.00212847760938413,0.0013056077057026,8.82948977631897e-09,27877.1690271812,0.199994348651951,0.375008231725343,1039
10407_-1943777554_-963538844_-196479241_-343859407_-229926012_454118160,7.77144757111248e-05,7.67103855448601e-07,0.00234187757048727,0.0011039840656689,1.54308120976735e-08,30251.447611712,0.198821595727919,0.10084574244716,1040
10407_1415050038_753504411_1041989458_-664724799_65827846_1656684962,8.49035574908112e-05,8.90780676241552e-07,0.00319887666169659,0.00160501614340127,1.66376250816546e-08,18896.7825924635,0.190153063811845,0.565884285293926,1041
10407_-395064804_1909559499_70784157_-1524835233_1136997654_1298608596,8.58945102711882e-05,1.78636945551995e-06,0.00306925013641738,0.00135133539450474,2.83911789021912e-08,31399.145885087,0.176610502465026,0.34537156032634,1042
10407_1809230954_1199389148_717645574_361396532_-619327281_-37266409,6.06876815181401e-05,4.05181881939708e-07,0.00355665801936889,0.00188418211470357,1.033328551348e-08,19004.8084163464,0.182533969163991,0.274459423885541,1043
10407_1281987809_-1415041416_-526675237_259116868_-1942307254_-823573985,7.50518377371309e-05,1.11853242612559e-06,0.00222705979841752,0.00175744866654657,2.23236593377348e-08,32135.0537660155,0.180206959925451,0.446463055058718,1044
10407_2075607123_1112292903_-1879860039_-1596487139_-206679452_-944489442,5.69730065503866e-05,1.24887556081033e-06,0.00426604658322027,0.000560806404171522,2.37728003552725e-08,33642.3677986029,0.173209254754904,0.693737181666644,1045
10407_1668928070_720300788_993254327_-1388959622_-1404921653_-1276285683,6.7909058444677e-05,4.20754079236631e-07,0.00360330716394782,0.001401290385989,8.24863433900591e-09,10769.6284240654,0.18460940135049,0.702128871638387,1046
10407_-52973897_-1194013759_-1081379306_647920625_-102444026_-530751141,9.16669171422574e-05,7.79321426700622e-07,0.00188644468030285,0.000795156881831166,2.60625374957496e-08,32174.7449534167,0.199270190509055,0.262002877173244,1047
10407_535875462_-61844530_1980972184_-1923561793_-1397393623_393311095,7.87301394733761e-05,9.89854178233952e-07,0.00320469267660189,0.00167565410871268,1.96168993544305e-08,30692.2434306119,0.170654239396695,0.643975985309529,1048
10407_-1639392126_2099347166_504456076_-832948893_-2125017498_2099628783,5.77533491839691e-05,6.90868249696464e-07,0.00200602074222837,0.000709283367949437,1.60161301882247e-08,14817.2017194745,0.176309765398425,0.315771499278457,1049
10407_-579300405_1994598539_433850860_2101000716_-907108892_88315113,7.32977504210781e-05,4.16789291564611e-07,0.00221494635123143,0.000753810992159066,1.88008243566251e-08,19290.9296890861,0.194383279388315,0.136001787596815,1050
10407_1366590449_999421563_1241733137_-1650237250_1871941590_1713877127,6.54942968892504e-05,1.59416449536549e-06,0.00505494242917888,0.00163107868748296,2.53364623475107e-08,34970.4174148217,0.17321662105564,0.951130253881421,1051
10407_-584646122_-992779572_1159109479_-2052124332_884444295_-1843322128,7.68703893940453e-05,3.21897675170529e-07,0.00327059992335564,0.0013427497619941,1.27513409317969e-08,12602.1662250577,0.198340883313181,0.871806694339613,1052
10407_-1191328930_1441325605_-1356214943_439873846_-1021316447_-1004002334,8.14286970274131e-05,7.22673930624495e-07,0.00304277380193996,0.000713999060505781,1.01175891810329e-08,15877.8342389004,0.183543509498382,0.370350545714773,1053
10407_-1677880032_-836817859_-1440402825_502621117_1167965531_1054728773,8.92458869077092e-05,3.42200855933561e-07,0.00310429736055397,0.00122618972284088,2.61940682779602e-08,25608.9965167898,0.187993449489198,0.104046908238866,1054
10407_1953057090_80292219_1414473946_-1289742106_217791613_-1745878676,7.13921525292911e-05,1.61279874209918e-06,0.0013261599804051,0.000800869179478637,2.20595296727799e-08,15014.8615009051,0.199947851324208,0.561988739150826,1055
10407_1821725142_877977727_722494434_-889518172_-795464218_1947951616,7.52108765605648e-05,5.78800791932406e-07,0.00469542068669773,0.00110830717351764,2.60185738104233e-08,13264.3529724674,0.179538067037638,0.403561151419241,1056
10407_246586512_1671356792_1430089999_-1390580793_1334933572_485472447,7.57398855113416e-05,1.6829093960131e-06,0.00216849760250137,0.00196040061910506,8.53343149302398e-09,11729.7771011894,0.194952755452439,0.126801566196463,1057
10407_773075527_288460940_-445634045_1544398518_-514738076_-1875978469,5.93255078368484e-05,1.13963544918876e-06,0.00385291772119308,0.000698095268661361,1.72179932728057e-08,15629.3112347506,0.175507850164705,0.704406167032199,1058
10407_2051890123_693201087_-1700753962_-1690778713_-875134294_-958212953,8.79488369422693e-05,1.43998175346073e-06,0.00336403665863446,0.00155297776725414,2.66050789855317e-08,10642.5633958679,0.177057683531649,0.164367278966833,1059
10407_1706816305_1203775647_-1090529728_1296335807_-517927265_625311359,9.66516930313917e-05,1.13029400096831e-06,0.00276422027999713,0.000891721851331652,1.45993041259206e-08,26230.7036810996,0.174711533693805,0.214095496177455,1060
10407_1397617053_-1067139239_751333179_-337197477_-1223077622_1800635894,9.35676089545523e-05,6.02926984727725e-07,0.00190249726893687,0.00149175724180653,1.74883844885117e-08,31812.2675023366,0.19835311057005,0.834628632870321,1061
10407_-1163308423_607045591_-1270311487_487650453_-550047978_2042848129,9.43233982349698e-05,9.38413543188005e-07,0.00490063735210915,0.000710714691938054,1.43608895167519e-08,19711.0226994225,0.188315359032035,0.578358930713901,1062
10407_-297909150_-1952371039_-781503687_-467179049_-67278476_-451667321,9.36805163714127e-05,2.42883914354592e-07,0.0043960104990985,0.00108474429291945,7.7663187180134e-09,11219.6224896805,0.19135744066721,0.59131855296365,1063
10407_-1867752590_329900638_-357578382_527648251_1793337574_2113342407,9.81944193950669e-05,1.11935682260155e-06,0.00468434843666413,0.000841456585284577,2.33239037609074e-08,24939.9437154437,0.176412653508093,0.75170974883579,1064
10407_-1013983784_-1606173304_107070427_-1138795910_-1232489927_-674734145,7.81925650838916e-05,1.18452647350172e-06,0.00476143548702926,0.0017958957320209,2.54464531025474e-08,28250.4542996585,0.179133509553777,0.891057770709453,1065
10407_964665424_-598974499_893826844_-1593499877_2050703035_-110810849,5.8100162665369e-05,1.36495119372478e-06,0.00518854680731606,0.00166125987223275,1.31456661609167e-08,17463.9919555144,0.170640718954743,0.549901251297837,1066
10407_-892329929_-1062203913_2122873650_589456553_-879433012_-1726679731,8.82996537020495e-05,8.63109428457114e-07,0.00360443862723253,0.000899128482827052,1.50008161504061e-08,19330.5972484694,0.184798579822338,0.662480593389753,1067
10407_-849056958_-714128920_1280599668_1801446210_-972953081_-1863843517,7.60847528207153e-05,1.24089066593647e-06,0.00314723369089974,0.000897476031826623,1.06655933388252e-08,10108.837217594,0.195925311899552,0.863761578456719,1068
10407_1835960760_599440578_710598778_-705334727_-1720771270_-217777079,8.15173885450272e-05,5.26217526957971e-07,0.00466750671139069,0.00177404276856679,1.85886344531399e-08,30224.1625992598,0.17742948201178,0.653413622183142,1069
10407_580829729_-1856650986_-2141687895_-617674276_806671720_-21756973,5.78538296069971e-05,3.90868373246665e-07,0.00481538494027277,0.000928735717048846,2.14501083281031e-08,12336.330535359,0.177520132797941,0.287928096662024,1070
10407_-980940701_124771237_1778755557_-304970300_1664426689_1203563313,7.32338244624242e-05,4.64130333167371e-07,0.00508390033709134,0.00157500728805368,2.30099970050045e-08,28906.6681365067,0.17997808607825,0.296431652790054,1071
10407_-420520040_1919956316_13798599_1103435655_1678327189_785046433,7.90016907298447e-05,8.16453627896117e-07,0.0042333044203422,0.0019551267928429,2.78344713000953e-08,11380.5860512212,0.18930713877351,0.477497607849859,1072
10407_1604682237_-931498464_-468575311_656275670_-2012940917_1549491909,8.42697707123792e-05,9.45450309016048e-07,0.00253978594607425,0.00100009063718348,2.48272276666208e-08,18951.5712172103,0.182740041573337,0.133939715859151,1073
10407_-105704150_-1214324723_497924324_413692989_-855228531_-1339977498,5.56138153119461e-05,1.29608362242515e-06,0.00450667543008509,0.000917495614001664,1.62001426811598e-08,26105.4053918799,0.194233844797247,0.220644365524941,1074
10407_-1796382195_322990511_122340682_90162073_1403244026_1072885006,6.36669262518019e-05,6.1757618659518e-07,0.00287713890433035,0.00142222561752362,1.57224106553287e-08,28101.9750309449,0.180905398091612,0.182523851769429,1075
10407_-511753570_-1950433067_1750494761_-1579546070_989136087_241550801,5.64355131279501e-05,5.74951272394237e-07,0.00394506088685389,0.000638984210796588,2.42677604511798e-08,32505.2022151433,0.185169697060629,0.332289476311882,1076
10407_-313295923_-1601653064_-944879507_1706659593_548528837_2016143747,8.38632041400669e-05,2.27168652998961e-07,0.00205434906190326,0.00189439253630749,2.73222258925311e-08,18094.4139967528,0.187614300244685,0.729114691517728,1077
10407_-257305218_-1310249466_-1533549979_1988807643_731679561_-705211749,9.22418254077347e-05,1.41082669954411e-06,0.00313227058037108,0.00123797969023103,8.95168339222556e-09,29969.863525693,0.190189830517852,0.429883750792918,1078
10407_-1308361447_612845075_-1414849355_567686956_1314229644_-1802750570,5.2020782851276e-05,2.87448321775257e-07,0.00278245256880459,0.00134309520410848,2.05887847272246e-08,16001.9260744573,0.170509351073565,0.818997530960859,1079
10407_-2138948051_1354501564_1950787237_-1927616576_1387448049_-956076347,7.59243485761244e-05,1.54611589010207e-06,0.0027704340178931,0.00108434134591102,2.67441402087531e-08,29025.4798280249,0.190450219308153,0.552249686743327,1080
10407_1922009869_1673874571_-611547260_1091314249_1785193353_710353005,9.94823139113482e-05,1.74619333036528e-06,0.00239002472894253,0.00113135308741946,2.54617427417664e-08,33453.0557337314,0.187275485620221,0.207946734671838,1081
10407_923511223_-991404456_854123210_1472397155_-1957846761_-2116979217,6.7842825270478e-05,4.33612416192259e-07,0.00483480049764201,0.000568004415978921,2.3107005314524e-08,16281.0564133187,0.189309083220196,0.710859160090577,1082
